,Text,Probability
8384,"Last week during the loud thunderstorm, the man ran",0.04
8385,"Last week during the loud thunderstorm, the man screamed",0.03
8386,"Last week during the loud thunderstorm, the man screamed",0.03
8387,"Last week during the loud thunderstorm, the man cowered",0.03
8388,"Last week during the loud thunderstorm, the man cowered",0.03
8389,"Last week during the loud thunderstorm, the man watched",0.02
8390,"Last week during the loud thunderstorm, the man worked",0.02
8391,"Last week during the loud thunderstorm, the man yelled",0.02
8392,"Last week during the loud thunderstorm, the man drove",0.02
8393,"Last week during the loud thunderstorm, the man read",0.02
8394,"While alone on an island, James struggled to stay alive",0.39
8395,"While alone on an island, James struggled to stay alive",0.39
8396,"While alone on an island, James struggled to stay alive",0.39
8397,"While alone on an island, James struggled to stay alive",0.39
8398,"While alone on an island, James struggled to stay alive",0.39
8399,"While alone on an island, James struggled to stay alive",0.39
8400,"While alone on an island, James struggled to stay alive",0.39
8401,"While alone on an island, James struggled to stay alive",0.39
8402,"While alone on an island, James struggled to stay alive",0.39
8403,"While alone on an island, James struggled to stay alive",0.39
8404,"While alone on an island, James struggled to stay alive",0.39
8405,"While alone on an island, James struggled to stay alive",0.39
8406,"While alone on an island, James struggled to stay alive",0.39
8407,"While alone on an island, James struggled to stay alive",0.39
8408,"While alone on an island, James struggled to stay alive",0.39
8409,"While alone on an island, James struggled to stay alive",0.39
8410,"While alone on an island, James struggled to stay alive",0.39
8411,"While alone on an island, James struggled to stay alive",0.39
8412,"While alone on an island, James struggled to stay alive",0.39
8413,"While alone on an island, James struggled to stay alive",0.39
8414,"While alone on an island, James struggled to stay alive",0.39
8415,"While alone on an island, James struggled to stay alive",0.39
8416,"While alone on an island, James struggled to stay alive",0.39
8417,"While alone on an island, James struggled to stay alive",0.39
8418,"While alone on an island, James struggled to stay alive",0.39
8419,"While alone on an island, James struggled to stay alive",0.39
8420,"While alone on an island, James struggled to stay sane",0.25
8421,"While alone on an island, James struggled to stay sane",0.25
8422,"While alone on an island, James struggled to stay sane",0.25
8423,"While alone on an island, James struggled to stay sane",0.25
8424,"While alone on an island, James struggled to stay sane",0.25
8425,"While alone on an island, James struggled to stay sane",0.25
8426,"While alone on an island, James struggled to stay sane",0.25
8427,"While alone on an island, James struggled to stay sane",0.25
8428,"While alone on an island, James struggled to stay sane",0.25
8429,"While alone on an island, James struggled to stay sane",0.25
8430,"While alone on an island, James struggled to stay sane",0.25
8431,"While alone on an island, James struggled to stay sane",0.25
8432,"While alone on an island, James struggled to stay sane",0.25
8433,"While alone on an island, James struggled to stay sane",0.25
8434,"While alone on an island, James struggled to stay sane",0.25
8435,"While alone on an island, James struggled to stay sane",0.25
8436,"While alone on an island, James struggled to stay sane",0.25
8437,"While alone on an island, James struggled to stay awake",0.06
8438,"While alone on an island, James struggled to stay awake",0.06
8439,"While alone on an island, James struggled to stay awake",0.06
8440,"While alone on an island, James struggled to stay awake",0.06
8441,"While alone on an island, James struggled to stay calm",0.06
8442,"While alone on an island, James struggled to stay calm",0.06
8443,"While alone on an island, James struggled to stay calm",0.06
8444,"While alone on an island, James struggled to stay calm",0.06
8445,"While alone on an island, James struggled to stay hydrated",0.04
8446,"While alone on an island, James struggled to stay hydrated",0.04
8447,"While alone on an island, James struggled to stay alert",0.03
8448,"While alone on an island, James struggled to stay alert",0.03
8449,"While alone on an island, James struggled to stay dry",0.03
8450,"While alone on an island, James struggled to stay dry",0.03
8451,"While alone on an island, James struggled to stay fed",0.03
8452,"While alone on an island, James struggled to stay fed",0.03
8453,"While alone on an island, James struggled to stay entertained",0.02
8454,Kip isn't a good player but he's a great teammate,0.26
8455,Kip isn't a good player but he's a great teammate,0.26
8456,Kip isn't a good player but he's a great teammate,0.26
8457,Kip isn't a good player but he's a great teammate,0.26
8458,Kip isn't a good player but he's a great teammate,0.26
8459,Kip isn't a good player but he's a great teammate,0.26
8460,Kip isn't a good player but he's a great teammate,0.26
8461,Kip isn't a good player but he's a great teammate,0.26
8462,Kip isn't a good player but he's a great teammate,0.26
8463,Kip isn't a good player but he's a great teammate,0.26
8464,Kip isn't a good player but he's a great teammate,0.26
8465,Kip isn't a good player but he's a great teammate,0.26
8466,Kip isn't a good player but he's a great teammate,0.26
8467,Kip isn't a good player but he's a great teammate,0.26
8468,Kip isn't a good player but he's a great teammate,0.26
8469,Kip isn't a good player but he's a great teammate,0.26
8470,Kip isn't a good player but he's a great teammate,0.26
8471,Kip isn't a good player but he's a great friend,0.17
8472,Kip isn't a good player but he's a great friend,0.17
8473,Kip isn't a good player but he's a great friend,0.17
8474,Kip isn't a good player but he's a great friend,0.17
8475,Kip isn't a good player but he's a great friend,0.17
8476,Kip isn't a good player but he's a great friend,0.17
8477,Kip isn't a good player but he's a great friend,0.17
8478,Kip isn't a good player but he's a great friend,0.17
8479,Kip isn't a good player but he's a great friend,0.17
8480,Kip isn't a good player but he's a great friend,0.17
8481,Kip isn't a good player but he's a great friend,0.17
8482,Kip isn't a good player but he's a great sport,0.11
8483,Kip isn't a good player but he's a great sport,0.11
8484,Kip isn't a good player but he's a great sport,0.11
8485,Kip isn't a good player but he's a great sport,0.11
8486,Kip isn't a good player but he's a great sport,0.11
8487,Kip isn't a good player but he's a great sport,0.11
8488,Kip isn't a good player but he's a great sport,0.11
8489,Kip isn't a good player but he's a great coach,0.08
8490,Kip isn't a good player but he's a great coach,0.08
8491,Kip isn't a good player but he's a great coach,0.08
8492,Kip isn't a good player but he's a great coach,0.08
8493,Kip isn't a good player but he's a great coach,0.08
8494,Kip isn't a good player but he's a great listener,0.04
8495,Kip isn't a good player but he's a great listener,0.04
8496,Kip isn't a good player but he's a great guy,0.04
8497,Kip isn't a good player but he's a great guy,0.04
8498,Kip isn't a good player but he's a great person,0.04
8499,Kip isn't a good player but he's a great person,0.04
8500,Kip isn't a good player but he's a great leader,0.04
8501,Kip isn't a good player but he's a great leader,0.04
8502,Kip isn't a good player but he's a great student,0.02
8503,Kip isn't a good player but he's a great manager,0.02
8504,Kip isn't a good player but he's a great supporter,0.02
8505,The bed was comfortable but it was too soft,0.4
8506,The bed was comfortable but it was too soft,0.4
8507,The bed was comfortable but it was too soft,0.4
8508,The bed was comfortable but it was too soft,0.4
8509,The bed was comfortable but it was too soft,0.4
8510,The bed was comfortable but it was too soft,0.4
8511,The bed was comfortable but it was too soft,0.4
8512,The bed was comfortable but it was too soft,0.4
8513,The bed was comfortable but it was too soft,0.4
8514,The bed was comfortable but it was too soft,0.4
8515,The bed was comfortable but it was too soft,0.4
8516,The bed was comfortable but it was too soft,0.4
8517,The bed was comfortable but it was too soft,0.4
8518,The bed was comfortable but it was too soft,0.4
8519,The bed was comfortable but it was too soft,0.4
8520,The bed was comfortable but it was too soft,0.4
8521,The bed was comfortable but it was too soft,0.4
8522,The bed was comfortable but it was too soft,0.4
8523,The bed was comfortable but it was too soft,0.4
8524,The bed was comfortable but it was too soft,0.4
8525,The bed was comfortable but it was too soft,0.4
8526,The bed was comfortable but it was too soft,0.4
8527,The bed was comfortable but it was too soft,0.4
8528,The bed was comfortable but it was too soft,0.4
8529,The bed was comfortable but it was too soft,0.4
8530,The bed was comfortable but it was too soft,0.4
8531,The bed was comfortable but it was too soft,0.4
8532,The bed was comfortable but it was too small,0.16
8533,The bed was comfortable but it was too small,0.16
8534,The bed was comfortable but it was too small,0.16
8535,The bed was comfortable but it was too small,0.16
8536,The bed was comfortable but it was too small,0.16
8537,The bed was comfortable but it was too small,0.16
8538,The bed was comfortable but it was too small,0.16
8539,The bed was comfortable but it was too small,0.16
8540,The bed was comfortable but it was too small,0.16
8541,The bed was comfortable but it was too small,0.16
8542,The bed was comfortable but it was too hard,0.08
8543,The bed was comfortable but it was too hard,0.08
8544,The bed was comfortable but it was too hard,0.08
8545,The bed was comfortable but it was too hard,0.08
8546,The bed was comfortable but it was too hard,0.08
8547,The bed was comfortable but it was too big,0.05
8548,The bed was comfortable but it was too big,0.05
8549,The bed was comfortable but it was too big,0.05
8550,The bed was comfortable but it was too cold,0.04
8551,The bed was comfortable but it was too cold,0.04
8552,The bed was comfortable but it was too tall,0.03
8553,The bed was comfortable but it was too tall,0.03
8554,The bed was comfortable but it was too warm,0.03
8555,The bed was comfortable but it was too warm,0.03
8556,The bed was comfortable but it was too noisy,0.02
8557,The bed was comfortable but it was too short,0.02
8558,The bed was comfortable but it was too old,0.02
8559,The bed was comfortable but it was too hot,0.02
8560,The bed was comfortable but it was too expensive,0.02
8561,The whole neighborhood could hear the couple's loud argument,0.45
8562,The whole neighborhood could hear the couple's loud argument,0.45
8563,The whole neighborhood could hear the couple's loud argument,0.45
8564,The whole neighborhood could hear the couple's loud argument,0.45
8565,The whole neighborhood could hear the couple's loud argument,0.45
8566,The whole neighborhood could hear the couple's loud argument,0.45
8567,The whole neighborhood could hear the couple's loud argument,0.45
8568,The whole neighborhood could hear the couple's loud argument,0.45
8569,The whole neighborhood could hear the couple's loud argument,0.45
8570,The whole neighborhood could hear the couple's loud argument,0.45
8571,The whole neighborhood could hear the couple's loud argument,0.45
8572,The whole neighborhood could hear the couple's loud argument,0.45
8573,The whole neighborhood could hear the couple's loud argument,0.45
8574,The whole neighborhood could hear the couple's loud argument,0.45
8575,The whole neighborhood could hear the couple's loud argument,0.45
8576,The whole neighborhood could hear the couple's loud argument,0.45
8577,The whole neighborhood could hear the couple's loud argument,0.45
8578,The whole neighborhood could hear the couple's loud argument,0.45
8579,The whole neighborhood could hear the couple's loud argument,0.45
8580,The whole neighborhood could hear the couple's loud argument,0.45
8581,The whole neighborhood could hear the couple's loud argument,0.45
8582,The whole neighborhood could hear the couple's loud argument,0.45
8583,The whole neighborhood could hear the couple's loud argument,0.45
8584,The whole neighborhood could hear the couple's loud argument,0.45
8585,The whole neighborhood could hear the couple's loud argument,0.45
8586,The whole neighborhood could hear the couple's loud argument,0.45
8587,The whole neighborhood could hear the couple's loud argument,0.45
8588,The whole neighborhood could hear the couple's loud argument,0.45
8589,The whole neighborhood could hear the couple's loud argument,0.45
8590,The whole neighborhood could hear the couple's loud argument,0.45
8591,The whole neighborhood could hear the couple's loud fight,0.14
8592,The whole neighborhood could hear the couple's loud fight,0.14
8593,The whole neighborhood could hear the couple's loud fight,0.14
8594,The whole neighborhood could hear the couple's loud fight,0.14
8595,The whole neighborhood could hear the couple's loud fight,0.14
8596,The whole neighborhood could hear the couple's loud fight,0.14
8597,The whole neighborhood could hear the couple's loud fight,0.14
8598,The whole neighborhood could hear the couple's loud fight,0.14
8599,The whole neighborhood could hear the couple's loud fight,0.14
8600,The whole neighborhood could hear the couple's loud sex,0.1
8601,The whole neighborhood could hear the couple's loud sex,0.1
8602,The whole neighborhood could hear the couple's loud sex,0.1
8603,The whole neighborhood could hear the couple's loud sex,0.1
8604,The whole neighborhood could hear the couple's loud sex,0.1
8605,The whole neighborhood could hear the couple's loud sex,0.1
8606,The whole neighborhood could hear the couple's loud fighting,0.05
8607,The whole neighborhood could hear the couple's loud fighting,0.05
8608,The whole neighborhood could hear the couple's loud fighting,0.05
8609,The whole neighborhood could hear the couple's loud moans,0.05
8610,The whole neighborhood could hear the couple's loud moans,0.05
8611,The whole neighborhood could hear the couple's loud moans,0.05
8612,The whole neighborhood could hear the couple's loud lovemaking,0.03
8613,The whole neighborhood could hear the couple's loud lovemaking,0.03
8614,The whole neighborhood could hear the couple's loud music,0.02
8615,The whole neighborhood could hear the couple's loud noises,0.02
8616,The whole neighborhood could hear the couple's loud noise,0.02
8617,The whole neighborhood could hear the couple's loud fights,0.02
8618,"For the girl's birthday, Russell didn't know what to buy",0.39
8619,"For the girl's birthday, Russell didn't know what to buy",0.39
8620,"For the girl's birthday, Russell didn't know what to buy",0.39
8621,"For the girl's birthday, Russell didn't know what to buy",0.39
8622,"For the girl's birthday, Russell didn't know what to buy",0.39
8623,"For the girl's birthday, Russell didn't know what to buy",0.39
8624,"For the girl's birthday, Russell didn't know what to buy",0.39
8625,"For the girl's birthday, Russell didn't know what to buy",0.39
8626,"For the girl's birthday, Russell didn't know what to buy",0.39
8627,"For the girl's birthday, Russell didn't know what to buy",0.39
8628,"For the girl's birthday, Russell didn't know what to buy",0.39
8629,"For the girl's birthday, Russell didn't know what to buy",0.39
8630,"For the girl's birthday, Russell didn't know what to buy",0.39
8631,"For the girl's birthday, Russell didn't know what to buy",0.39
8632,"For the girl's birthday, Russell didn't know what to buy",0.39
8633,"For the girl's birthday, Russell didn't know what to buy",0.39
8634,"For the girl's birthday, Russell didn't know what to buy",0.39
8635,"For the girl's birthday, Russell didn't know what to buy",0.39
8636,"For the girl's birthday, Russell didn't know what to buy",0.39
8637,"For the girl's birthday, Russell didn't know what to buy",0.39
8638,"For the girl's birthday, Russell didn't know what to buy",0.39
8639,"For the girl's birthday, Russell didn't know what to buy",0.39
8640,"For the girl's birthday, Russell didn't know what to buy",0.39
8641,"For the girl's birthday, Russell didn't know what to buy",0.39
8642,"For the girl's birthday, Russell didn't know what to buy",0.39
8643,"For the girl's birthday, Russell didn't know what to buy",0.39
8644,"For the girl's birthday, Russell didn't know what to get",0.27
8645,"For the girl's birthday, Russell didn't know what to get",0.27
8646,"For the girl's birthday, Russell didn't know what to get",0.27
8647,"For the girl's birthday, Russell didn't know what to get",0.27
8648,"For the girl's birthday, Russell didn't know what to get",0.27
8649,"For the girl's birthday, Russell didn't know what to get",0.27
8650,"For the girl's birthday, Russell didn't know what to get",0.27
8651,"For the girl's birthday, Russell didn't know what to get",0.27
8652,"For the girl's birthday, Russell didn't know what to get",0.27
8653,"For the girl's birthday, Russell didn't know what to get",0.27
8654,"For the girl's birthday, Russell didn't know what to get",0.27
8655,"For the girl's birthday, Russell didn't know what to get",0.27
8656,"For the girl's birthday, Russell didn't know what to get",0.27
8657,"For the girl's birthday, Russell didn't know what to get",0.27
8658,"For the girl's birthday, Russell didn't know what to get",0.27
8659,"For the girl's birthday, Russell didn't know what to get",0.27
8660,"For the girl's birthday, Russell didn't know what to get",0.27
8661,"For the girl's birthday, Russell didn't know what to get",0.27
8662,"For the girl's birthday, Russell didn't know what to do",0.14
8663,"For the girl's birthday, Russell didn't know what to do",0.14
8664,"For the girl's birthday, Russell didn't know what to do",0.14
8665,"For the girl's birthday, Russell didn't know what to do",0.14
8666,"For the girl's birthday, Russell didn't know what to do",0.14
8667,"For the girl's birthday, Russell didn't know what to do",0.14
8668,"For the girl's birthday, Russell didn't know what to do",0.14
8669,"For the girl's birthday, Russell didn't know what to do",0.14
8670,"For the girl's birthday, Russell didn't know what to do",0.14
8671,"For the girl's birthday, Russell didn't know what to bring",0.07
8672,"For the girl's birthday, Russell didn't know what to bring",0.07
8673,"For the girl's birthday, Russell didn't know what to bring",0.07
8674,"For the girl's birthday, Russell didn't know what to bring",0.07
8675,"For the girl's birthday, Russell didn't know what to give",0.04
8676,"For the girl's birthday, Russell didn't know what to give",0.04
8677,"For the girl's birthday, Russell didn't know what to get her",0.02
8678,"For the girl's birthday, Russell didn't know what to buy her",0.02
8679,"For the girl's birthday, Russell didn't know what to wear",0.02
8680,David watched games with his friends at the local bar,0.53
8681,David watched games with his friends at the local bar,0.53
8682,David watched games with his friends at the local bar,0.53
8683,David watched games with his friends at the local bar,0.53
8684,David watched games with his friends at the local bar,0.53
8685,David watched games with his friends at the local bar,0.53
8686,David watched games with his friends at the local bar,0.53
8687,David watched games with his friends at the local bar,0.53
8688,David watched games with his friends at the local bar,0.53
8689,David watched games with his friends at the local bar,0.53
8690,David watched games with his friends at the local bar,0.53
8691,David watched games with his friends at the local bar,0.53
8692,David watched games with his friends at the local bar,0.53
8693,David watched games with his friends at the local bar,0.53
8694,David watched games with his friends at the local bar,0.53
8695,David watched games with his friends at the local bar,0.53
8696,David watched games with his friends at the local bar,0.53
8697,David watched games with his friends at the local bar,0.53
8698,David watched games with his friends at the local bar,0.53
8699,David watched games with his friends at the local bar,0.53
8700,David watched games with his friends at the local bar,0.53
8701,David watched games with his friends at the local bar,0.53
8702,David watched games with his friends at the local bar,0.53
8703,David watched games with his friends at the local bar,0.53
8704,David watched games with his friends at the local bar,0.53
8705,David watched games with his friends at the local bar,0.53
8706,David watched games with his friends at the local bar,0.53
8707,David watched games with his friends at the local bar,0.53
8708,David watched games with his friends at the local bar,0.53
8709,David watched games with his friends at the local bar,0.53
8710,David watched games with his friends at the local bar,0.53
8711,David watched games with his friends at the local bar,0.53
8712,David watched games with his friends at the local bar,0.53
8713,David watched games with his friends at the local bar,0.53
8714,David watched games with his friends at the local bar,0.53
8715,David watched games with his friends at the local bar,0.53
8716,David watched games with his friends at the local pub,0.32
8717,David watched games with his friends at the local pub,0.32
8718,David watched games with his friends at the local pub,0.32
8719,David watched games with his friends at the local pub,0.32
8720,David watched games with his friends at the local pub,0.32
8721,David watched games with his friends at the local pub,0.32
8722,David watched games with his friends at the local pub,0.32
8723,David watched games with his friends at the local pub,0.32
8724,David watched games with his friends at the local pub,0.32
8725,David watched games with his friends at the local pub,0.32
8726,David watched games with his friends at the local pub,0.32
8727,David watched games with his friends at the local pub,0.32
8728,David watched games with his friends at the local pub,0.32
8729,David watched games with his friends at the local pub,0.32
8730,David watched games with his friends at the local pub,0.32
8731,David watched games with his friends at the local pub,0.32
8732,David watched games with his friends at the local pub,0.32
8733,David watched games with his friends at the local pub,0.32
8734,David watched games with his friends at the local pub,0.32
8735,David watched games with his friends at the local pub,0.32
8736,David watched games with his friends at the local pub,0.32
8737,David watched games with his friends at the local park,0.04
8738,David watched games with his friends at the local park,0.04
8739,David watched games with his friends at the local stadium,0.02
8740,David watched games with his friends at the local club,0.02
8741,The manager looked for paper but the supply was low,0.41
8742,The manager looked for paper but the supply was low,0.41
8743,The manager looked for paper but the supply was low,0.41
8744,The manager looked for paper but the supply was low,0.41
8745,The manager looked for paper but the supply was low,0.41
8746,The manager looked for paper but the supply was low,0.41
8747,The manager looked for paper but the supply was low,0.41
8748,The manager looked for paper but the supply was low,0.41
8749,The manager looked for paper but the supply was low,0.41
8750,The manager looked for paper but the supply was low,0.41
8751,The manager looked for paper but the supply was low,0.41
8752,The manager looked for paper but the supply was low,0.41
8753,The manager looked for paper but the supply was low,0.41
8754,The manager looked for paper but the supply was low,0.41
8755,The manager looked for paper but the supply was low,0.41
8756,The manager looked for paper but the supply was low,0.41
8757,The manager looked for paper but the supply was low,0.41
8758,The manager looked for paper but the supply was low,0.41
8759,The manager looked for paper but the supply was low,0.41
8760,The manager looked for paper but the supply was low,0.41
8761,The manager looked for paper but the supply was low,0.41
8762,The manager looked for paper but the supply was low,0.41
8763,The manager looked for paper but the supply was low,0.41
8764,The manager looked for paper but the supply was low,0.41
8765,The manager looked for paper but the supply was low,0.41
8766,The manager looked for paper but the supply was low,0.41
8767,The manager looked for paper but the supply was low,0.41
8768,The manager looked for paper but the supply was gone,0.24
8769,The manager looked for paper but the supply was gone,0.24
8770,The manager looked for paper but the supply was gone,0.24
8771,The manager looked for paper but the supply was gone,0.24
8772,The manager looked for paper but the supply was gone,0.24
8773,The manager looked for paper but the supply was gone,0.24
8774,The manager looked for paper but the supply was gone,0.24
8775,The manager looked for paper but the supply was gone,0.24
8776,The manager looked for paper but the supply was gone,0.24
8777,The manager looked for paper but the supply was gone,0.24
8778,The manager looked for paper but the supply was gone,0.24
8779,The manager looked for paper but the supply was gone,0.24
8780,The manager looked for paper but the supply was gone,0.24
8781,The manager looked for paper but the supply was gone,0.24
8782,The manager looked for paper but the supply was gone,0.24
8783,The manager looked for paper but the supply was gone,0.24
8784,The manager looked for paper but the supply was empty,0.11
8785,The manager looked for paper but the supply was empty,0.11
8786,The manager looked for paper but the supply was empty,0.11
8787,The manager looked for paper but the supply was empty,0.11
8788,The manager looked for paper but the supply was empty,0.11
8789,The manager looked for paper but the supply was empty,0.11
8790,The manager looked for paper but the supply was empty,0.11
8791,The manager looked for paper but the supply was out,0.08
8792,The manager looked for paper but the supply was out,0.08
8793,The manager looked for paper but the supply was out,0.08
8794,The manager looked for paper but the supply was out,0.08
8795,The manager looked for paper but the supply was out,0.08
8796,The manager looked for paper but the supply was depleted,0.04
8797,The manager looked for paper but the supply was depleted,0.04
8798,The manager looked for paper but the supply was limited,0.03
8799,The manager looked for paper but the supply was limited,0.03
8800,The manager looked for paper but the supply was short,0.03
8801,The manager looked for paper but the supply was short,0.03
8802,The manager looked for paper but the supply was exhausted,0.02
8803,"When she was nervous, Frances unconsciously bit her lip",0.64
8804,"When she was nervous, Frances unconsciously bit her lip",0.64
8805,"When she was nervous, Frances unconsciously bit her lip",0.64
8806,"When she was nervous, Frances unconsciously bit her lip",0.64
8807,"When she was nervous, Frances unconsciously bit her lip",0.64
8808,"When she was nervous, Frances unconsciously bit her lip",0.64
8809,"When she was nervous, Frances unconsciously bit her lip",0.64
8810,"When she was nervous, Frances unconsciously bit her lip",0.64
8811,"When she was nervous, Frances unconsciously bit her lip",0.64
8812,"When she was nervous, Frances unconsciously bit her lip",0.64
8813,"When she was nervous, Frances unconsciously bit her lip",0.64
8814,"When she was nervous, Frances unconsciously bit her lip",0.64
8815,"When she was nervous, Frances unconsciously bit her lip",0.64
8816,"When she was nervous, Frances unconsciously bit her lip",0.64
8817,"When she was nervous, Frances unconsciously bit her lip",0.64
8818,"When she was nervous, Frances unconsciously bit her lip",0.64
8819,"When she was nervous, Frances unconsciously bit her lip",0.64
8820,"When she was nervous, Frances unconsciously bit her lip",0.64
8821,"When she was nervous, Frances unconsciously bit her lip",0.64
8822,"When she was nervous, Frances unconsciously bit her lip",0.64
8823,"When she was nervous, Frances unconsciously bit her lip",0.64
8824,"When she was nervous, Frances unconsciously bit her lip",0.64
8825,"When she was nervous, Frances unconsciously bit her lip",0.64
8826,"When she was nervous, Frances unconsciously bit her lip",0.64
8827,"When she was nervous, Frances unconsciously bit her lip",0.64
8828,"When she was nervous, Frances unconsciously bit her lip",0.64
8829,"When she was nervous, Frances unconsciously bit her lip",0.64
8830,"When she was nervous, Frances unconsciously bit her lip",0.64
8831,"When she was nervous, Frances unconsciously bit her lip",0.64
8832,"When she was nervous, Frances unconsciously bit her lip",0.64
8833,"When she was nervous, Frances unconsciously bit her lip",0.64
8834,"When she was nervous, Frances unconsciously bit her lip",0.64
8835,"When she was nervous, Frances unconsciously bit her lip",0.64
8836,"When she was nervous, Frances unconsciously bit her lip",0.64
8837,"When she was nervous, Frances unconsciously bit her lip",0.64
8838,"When she was nervous, Frances unconsciously bit her lip",0.64
8839,"When she was nervous, Frances unconsciously bit her lip",0.64
8840,"When she was nervous, Frances unconsciously bit her lip",0.64
8841,"When she was nervous, Frances unconsciously bit her lip",0.64
8842,"When she was nervous, Frances unconsciously bit her lip",0.64
8843,"When she was nervous, Frances unconsciously bit her lip",0.64
8844,"When she was nervous, Frances unconsciously bit her lip",0.64
8845,"When she was nervous, Frances unconsciously bit her lip",0.64
8846,"When she was nervous, Frances unconsciously bit her nails",0.24
8847,"When she was nervous, Frances unconsciously bit her nails",0.24
8848,"When she was nervous, Frances unconsciously bit her nails",0.24
8849,"When she was nervous, Frances unconsciously bit her nails",0.24
8850,"When she was nervous, Frances unconsciously bit her nails",0.24
8851,"When she was nervous, Frances unconsciously bit her nails",0.24
8852,"When she was nervous, Frances unconsciously bit her nails",0.24
8853,"When she was nervous, Frances unconsciously bit her nails",0.24
8854,"When she was nervous, Frances unconsciously bit her nails",0.24
8855,"When she was nervous, Frances unconsciously bit her nails",0.24
8856,"When she was nervous, Frances unconsciously bit her nails",0.24
8857,"When she was nervous, Frances unconsciously bit her nails",0.24
8858,"When she was nervous, Frances unconsciously bit her nails",0.24
8859,"When she was nervous, Frances unconsciously bit her nails",0.24
8860,"When she was nervous, Frances unconsciously bit her nails",0.24
8861,"When she was nervous, Frances unconsciously bit her nails",0.24
8862,"When she was nervous, Frances unconsciously bit her tongue",0.08
8863,"When she was nervous, Frances unconsciously bit her tongue",0.08
8864,"When she was nervous, Frances unconsciously bit her tongue",0.08
8865,"When she was nervous, Frances unconsciously bit her tongue",0.08
8866,"When she was nervous, Frances unconsciously bit her tongue",0.08
8867,"When she was nervous, Frances unconsciously bit her fingernails",0.02
8868,The gardener went to the store to buy more seeds,0.24
8869,The gardener went to the store to buy more seeds,0.24
8870,The gardener went to the store to buy more seeds,0.24
8871,The gardener went to the store to buy more seeds,0.24
8872,The gardener went to the store to buy more seeds,0.24
8873,The gardener went to the store to buy more seeds,0.24
8874,The gardener went to the store to buy more seeds,0.24
8875,The gardener went to the store to buy more seeds,0.24
8876,The gardener went to the store to buy more seeds,0.24
8877,The gardener went to the store to buy more seeds,0.24
8878,The gardener went to the store to buy more seeds,0.24
8879,The gardener went to the store to buy more seeds,0.24
8880,The gardener went to the store to buy more seeds,0.24
8881,The gardener went to the store to buy more seeds,0.24
8882,The gardener went to the store to buy more seeds,0.24
8883,The gardener went to the store to buy more seeds,0.24
8884,The gardener went to the store to buy more soil,0.19
8885,The gardener went to the store to buy more soil,0.19
8886,The gardener went to the store to buy more soil,0.19
8887,The gardener went to the store to buy more soil,0.19
8888,The gardener went to the store to buy more soil,0.19
8889,The gardener went to the store to buy more soil,0.19
8890,The gardener went to the store to buy more soil,0.19
8891,The gardener went to the store to buy more soil,0.19
8892,The gardener went to the store to buy more soil,0.19
8893,The gardener went to the store to buy more soil,0.19
8894,The gardener went to the store to buy more soil,0.19
8895,The gardener went to the store to buy more soil,0.19
8896,The gardener went to the store to buy more fertilizer,0.16
8897,The gardener went to the store to buy more fertilizer,0.16
8898,The gardener went to the store to buy more fertilizer,0.16
8899,The gardener went to the store to buy more fertilizer,0.16
8900,The gardener went to the store to buy more fertilizer,0.16
8901,The gardener went to the store to buy more fertilizer,0.16
8902,The gardener went to the store to buy more fertilizer,0.16
8903,The gardener went to the store to buy more fertilizer,0.16
8904,The gardener went to the store to buy more fertilizer,0.16
8905,The gardener went to the store to buy more fertilizer,0.16
8906,The gardener went to the store to buy more plants,0.1
8907,The gardener went to the store to buy more plants,0.1
8908,The gardener went to the store to buy more plants,0.1
8909,The gardener went to the store to buy more plants,0.1
8910,The gardener went to the store to buy more plants,0.1
8911,The gardener went to the store to buy more plants,0.1
8912,The gardener went to the store to buy more mulch,0.05
8913,The gardener went to the store to buy more mulch,0.05
8914,The gardener went to the store to buy more mulch,0.05
8915,The gardener went to the store to buy more tools,0.03
8916,The gardener went to the store to buy more tools,0.03
8917,The gardener went to the store to buy more flowers,0.03
8918,The gardener went to the store to buy more flowers,0.03
8919,The gardener went to the store to buy more dirt,0.03
8920,The gardener went to the store to buy more dirt,0.03
8921,The gardener went to the store to buy more food,0.02
8922,The gardener went to the store to buy more seed,0.02
8923,The gardener went to the store to buy more supplies,0.02
8924,The gardener went to the store to buy more topsoil,0.02
8925,Sarah's eye stopped tearing up after she removed the contact,0.42
8926,Sarah's eye stopped tearing up after she removed the contact,0.42
8927,Sarah's eye stopped tearing up after she removed the contact,0.42
8928,Sarah's eye stopped tearing up after she removed the contact,0.42
8929,Sarah's eye stopped tearing up after she removed the contact,0.42
8930,Sarah's eye stopped tearing up after she removed the contact,0.42
8931,Sarah's eye stopped tearing up after she removed the contact,0.42
8932,Sarah's eye stopped tearing up after she removed the contact,0.42
8933,Sarah's eye stopped tearing up after she removed the contact,0.42
8934,Sarah's eye stopped tearing up after she removed the contact,0.42
8935,Sarah's eye stopped tearing up after she removed the contact,0.42
8936,Sarah's eye stopped tearing up after she removed the contact,0.42
8937,Sarah's eye stopped tearing up after she removed the contact,0.42
8938,Sarah's eye stopped tearing up after she removed the contact,0.42
8939,Sarah's eye stopped tearing up after she removed the contact,0.42
8940,Sarah's eye stopped tearing up after she removed the contact,0.42
8941,Sarah's eye stopped tearing up after she removed the contact,0.42
8942,Sarah's eye stopped tearing up after she removed the contact,0.42
8943,Sarah's eye stopped tearing up after she removed the contact,0.42
